TIME,ID,latitude,longitude,altitude,#WiFi networks,SSID1,MAC1,Frequency1,Signal1,SSID2,MAC2,Frequency2,Signal2,SSID3,MAC3,Frequency3,Signal3,SSID4,MAC4,Frequency4,Signal4,SSID5,MAC5,Frequency5,Signal5,SSID6,MAC6,Frequency6,Signal6,SSID7,MAC7,Frequency7,Signal7,SSID8,MAC8,Frequency8,Signal8,SSID9,MAC9,Frequency9,Signal9,SSID10,MAC10,Frequency10,Signal10
2017-10-31 12:24:51,MPIS24.65-25.1-19,32.10465516,35.20719716,675.0,4,Ariel_University,f0:b0:52:3e:d1:e8,11,-67,Ariel_University,f0:b0:52:3e:d4:58,11,-73,Ariel_University,f0:b0:52:3e:d8:98,11,-76,HUAWEI_Grace_A9A9,24:1f:a0:1d:48:fb,6,-82
2017-10-31 12:24:53,MPIS24.65-25.1-19,32.10467041,35.20721155,673.0,1,,00:1a:2f:7f:6b:70,13,-82
2017-10-31 12:24:55,MPIS24.65-25.1-19,32.10467755,35.20720819,674.0,4,Ariel_University,f0:b0:52:3e:d0:98,11,-81,Ariel_University,f0:b0:52:3e:d1:38,11,-84,Ariel_University,ec:8c:a2:26:d3:68,11,-87,yosh,00:11:6b:11:7d:c7,13,-87
2017-10-31 12:24:58,MPIS24.65-25.1-19,32.10469718,35.20715891,676.0,6,Ariel_University,f0:b0:52:3e:d8:98,11,-66,Ariel_University,f0:b0:52:3e:d8:e8,6,-75,Ariel_University,f0:b0:52:3e:c8:58,1,-79,Ariel_University,1c:b9:c4:16:05:78,6,-79,Ariel_University,f0:b0:52:3e:c8:28,1,-83,Ariel_University,1c:b9:c4:16:1d:78,1,-85
2017-10-31 12:25:00,MPIS24.65-25.1-19,32.10471633,35.20715327,677.0,3,Ariel_University,1c:b9:c4:15:23:58,11,-77,Ariel_University,1c:b9:c4:16:05:38,1,-80,Ariel_University,f0:b0:52:3e:c8:e8,6,-83
2017-10-31 12:25:02,MPIS24.65-25.1-19,32.10472929,35.20717727,677.0,2,Ariel_University,f0:b0:52:3e:c7:a8,1,-80,Ariel_University,f0:b0:52:3e:c8:d8,1,-87
2017-10-31 12:25:06,MPIS24.65-25.1-19,32.1047537,35.20718606,683.0,3,Ariel_University,ec:8c:a2:26:d2:c8,11,-73,Ariel_University,1c:b9:c4:16:05:78,6,-74,Ariel_University,1c:b9:c4:15:44:58,11,-78
2017-10-31 12:25:10,MPIS24.65-25.1-19,32.10478984,35.20719966,682.0,3,Ariel_University,f0:b0:52:3e:d6:f8,1,-74,Ariel_University,f0:b0:52:3e:c7:b8,6,-81,Ariel_University,ec:8c:a2:08:95:88,1,-88
2017-10-31 12:25:12,MPIS24.65-25.1-19,32.10481002,35.2072034,682.0,1,Ariel_University,ec:8c:a2:26:d2:c8,11,-67
2017-10-31 12:25:14,MPIS24.65-25.1-19,32.10482879,35.20721967,681.0,1,Ariel_University,f0:b0:52:3e:c7:b8,6,-74
2017-10-31 12:25:16,MPIS24.65-25.1-19,32.10488598,35.2071902,680.0,1,KCG_54,00:25:86:cc:07:b2,2,-86
2017-10-31 12:25:18,MPIS24.65-25.1-19,32.10491314,35.20718881,680.0,3,Ariel_University,f0:b0:52:3e:d6:f8,1,-67,KCG_54,00:25:86:cc:07:b2,2,-78,Ariel_University,f0:b0:52:3e:ca:d8,6,-79
2017-10-31 12:25:20,MPIS24.65-25.1-19,32.10496592,35.20718435,679.0,2,Ariel_University,f0:b0:52:3e:c7:b8,6,-67,Ariel_University,f0:b0:52:3e:c8:58,1,-74
2017-10-31 12:25:23,MPIS24.65-25.1-19,32.10496713,35.20717605,677.0,1,AUC_54_R,00:25:86:cc:00:f8,5,-77
2017-10-31 12:25:25,MPIS24.65-25.1-19,32.10495108,35.2071672,676.0,1,Ariel_University,f0:b0:52:3e:ca:38,1,-79
2017-10-31 12:25:26,MPIS24.65-25.1-19,32.10496361,35.20716428,676.0,2,Ariel_University,f0:b0:52:3e:ca:d8,6,-73,Ariel_University,f0:b0:52:3e:c8:d8,1,-75
2017-10-31 12:25:28,MPIS24.65-25.1-19,32.10500717,35.20714894,676.0,2,Ariel_University,ec:8c:a2:26:d2:c8,11,-60,Ariel_University,f0:b0:52:3e:c8:18,11,-72
2017-10-31 12:25:32,MPIS24.65-25.1-19,32.10510834,35.20710875,674.0,1,Ariel_University,f0:b0:52:3e:d4:58,11,-64
2017-10-31 12:25:34,MPIS24.65-25.1-19,32.10513994,35.20709501,672.0,3,Ariel_University,f0:b0:52:3e:d6:f8,1,-60,Ariel_University,f0:b0:52:3e:c7:b8,6,-60,Ariel_University,f0:b0:52:3e:ca:d8,6,-67
2017-10-31 12:25:36,MPIS24.65-25.1-19,32.10517653,35.20708169,671.0,4,Ariel_University,f0:b0:52:3e:ca:38,1,-68,Ariel_University,f0:b0:52:3e:d1:38,11,-71,Ariel_University,f0:b0:52:3e:c7:88,1,-74,Ariel_University,f0:b0:52:3e:d3:78,6,-81
2017-10-31 12:25:38,MPIS24.65-25.1-19,32.10519499,35.20706635,670.0,1,Ariel_University,f0:b0:52:3e:d4:58,11,-57
2017-10-31 12:25:40,MPIS24.65-25.1-19,32.10520427,35.20703852,671.0,3,Ariel_University,f0:b0:52:3e:c8:d8,1,-55,Ariel_University,f0:b0:52:3e:ca:d8,6,-62,Ariel_University,f0:b0:52:3e:da:18,11,-69
2017-10-31 12:25:42,MPIS24.65-25.1-19,32.10521357,35.20702171,671.0,1,Ariel_University,ec:8c:a2:26:d2:c8,11,-51
2017-10-31 12:25:47,MPIS24.65-25.1-19,32.1052055,35.20700627,671.0,1,Ariel_University,f0:b0:52:3e:d3:78,6,-75
2017-10-31 12:25:48,MPIS24.65-25.1-19,32.10519968,35.20700387,671.0,1,Ariel_University,f0:b0:52:3e:d6:f8,1,-55
2017-10-31 12:25:52,MPIS24.65-25.1-19,32.10520747,35.20698013,669.0,2,Ariel_University,f0:b0:52:3e:c8:18,11,-67,Afikim_Wifi,00:1a:dd:f5:05:45,7,-88
2017-10-31 12:26:08,MPIS24.65-25.1-19,32.10518616,35.2069567,670.0,2,Ariel_University,f0:b0:52:3e:ca:38,1,-62,REL-WIFI,44:44:44:44:44:44,11,-80
2017-10-31 12:26:17,MPIS24.65-25.1-19,32.10518937,35.20694713,671.0,1,Ariel_University,f0:b0:52:3e:cc:78,11,-78
2017-10-31 12:26:20,MPIS24.65-25.1-19,32.10518181,35.20695512,666.0,1,,00:1a:2f:7f:6b:70,13,-75
2017-10-31 12:26:31,MPIS24.65-25.1-19,32.10516897,35.20692294,669.0,2,Ariel_University,f0:b0:52:3e:d1:38,11,-65,REL-WIFI,02:02:29:1d:f2:b9,11,-78
2017-10-31 12:26:33,MPIS24.65-25.1-19,32.10516707,35.20690878,667.0,1,Ariel_University,f0:b0:52:3e:61:c8,11,-72
2017-10-31 12:26:36,MPIS24.65-25.1-19,32.10516936,35.20689863,666.0,3,Ariel_University,f0:b0:52:3e:d8:e8,6,-68,HUAWEI-D65E,d4:61:2e:19:d6:5e,1,-78,island-1612C0,1c:b9:c4:56:12:c3,13,-84
2017-10-31 12:26:42,MPIS24.65-25.1-19,32.10517094,35.20689046,670.0,1,Ariel_University,f0:b0:52:3e:c8:18,11,-62
2017-10-31 12:26:53,MPIS24.65-25.1-19,32.10513632,35.20684032,673.0,2,Ariel_University,f0:b0:52:3e:ca:d8,6,-57,Ariel_University,f0:b0:52:3e:d3:78,6,-67
2017-10-31 12:26:55,MPIS24.65-25.1-19,32.10513198,35.20682119,672.0,2,Ariel_University,ec:8c:a2:26:d2:c8,11,-45,Ariel_University,f0:b0:52:3e:cc:18,1,-76
2017-10-31 12:26:59,MPIS24.65-25.1-19,32.10512985,35.20679224,668.0,1,Ariel_University,f0:b0:52:3e:c8:d8,1,-50
2017-10-31 12:27:01,MPIS24.65-25.1-19,32.1051248,35.20679292,667.0,1,,30:b5:c2:b8:40:36,13,-89
2017-10-31 12:27:04,MPIS24.65-25.1-19,32.10512482,35.20679368,668.0,1,Ariel_University,ec:8c:a2:26:d2:c8,11,-38
2017-10-31 12:27:06,MPIS24.65-25.1-19,32.10513014,35.20680159,670.0,1,HUAWEI-D65E,d4:61:2e:19:d6:5e,1,-71
2017-10-31 12:27:09,MPIS24.65-25.1-19,32.10513517,35.20679724,672.0,2,Ariel_University,f0:b0:52:3e:c8:d8,1,-42,Ariel_University,f0:b0:52:3e:d1:38,11,-57
2017-10-31 12:27:13,MPIS24.65-25.1-19,32.10513428,35.20680903,672.0,2,Ariel_University,f0:b0:52:3e:cc:18,1,-66,Ariel_University,f0:b0:52:3e:c8:e8,6,-75
2017-10-31 12:27:16,MPIS24.65-25.1-19,32.10513551,35.20681138,672.0,1,Ariel_University,24:c9:a1:36:20:58,1,-81
2017-10-31 12:27:19,MPIS24.65-25.1-19,32.10513873,35.20680545,671.0,1,Ariel_University,24:c9:a1:36:20:58,1,-73
2017-10-31 12:27:22,MPIS24.65-25.1-19,32.10514,35.20681748,672.0,2,Ariel_University,f0:b0:52:3e:cc:18,1,-58,Ariel_University,f0:b0:52:3e:d9:b8,11,-87
2017-10-31 12:27:25,MPIS24.65-25.1-19,32.10513986,35.20681025,672.0,2,Ariel_University,f0:b0:52:3e:cc:18,1,-52,Ariel_University,f0:b0:52:3e:d9:b8,11,-82
2017-10-31 12:27:28,MPIS24.65-25.1-19,32.10513847,35.20679034,670.0,1,Ariel_University,f0:b0:52:3e:c7:a8,1,-72
2017-10-31 12:27:31,MPIS24.65-25.1-19,32.10513723,35.20678008,670.0,1,Ariel_University,ec:8c:a2:08:99:b8,11,-90
2017-10-31 12:27:34,MPIS24.65-25.1-19,32.10513718,35.20677987,670.0,1,Ariel_University,ec:8c:a2:08:ae:38,1,-74
2017-10-31 12:27:43,MPIS24.65-25.1-19,32.10513638,35.20677346,669.0,2,Ariel_University,ec:8c:a2:08:ae:38,1,-69,Ariel_University,f0:b0:52:3e:c8:58,1,-69
2017-10-31 12:27:46,MPIS24.65-25.1-19,32.10513635,35.20677322,669.0,1,Ariel_University,f0:b0:52:3e:d9:b8,11,-77
2017-10-31 12:27:52,MPIS24.65-25.1-19,32.10513633,35.206773,669.0,1,Ariel_University,ec:8c:a2:09:da:68,6,-88
2017-10-31 12:28:04,MPIS24.65-25.1-19,32.10513611,35.2067724,669.0,1,Ariel_University,f0:b0:52:3e:ca:38,1,-54
2017-10-31 12:28:18,MPIS24.65-25.1-19,32.10513625,35.20677545,669.0,2,Ariel_University,f0:b0:52:3e:c8:d8,1,-36,Ariel_University,f0:b0:52:3e:c8:e8,6,-68
2017-10-31 12:29:01,MPIS24.65-25.1-19,32.10513618,35.20677656,669.0,1,Ariel_University,f0:b0:52:3e:cc:18,1,-47
2017-10-31 12:30:27,MPIS24.65-25.1-19,32.10513608,35.20677662,669.0,1,HUAWEI-D65E,d4:61:2e:19:d6:5e,1,-65
2017-10-31 12:30:28,MPIS24.65-25.1-19,32.10513608,35.20677662,669.0,10,Ariel_University,f0:b0:52:3e:c8:d8,1,-54,Ariel_University,f0:b0:52:3e:ca:d8,6,-60,Ariel_University,f0:b0:52:3e:cc:18,1,-60,Ariel_University,f0:b0:52:3e:d1:38,11,-61,Ariel_University,f0:b0:52:3e:c7:b8,6,-68,Ariel_University,f0:b0:52:3e:ca:38,1,-69,HUAWEI-D65E,d4:61:2e:19:d6:5e,1,-73,Ariel_University,ec:8c:a2:26:d2:c8,11,-74,Ariel_University,f0:b0:52:3e:c7:a8,1,-75,Ariel_University,f0:b0:52:3e:d9:b8,11,-76
2017-10-31 12:30:31,MPIS24.65-25.1-19,32.10513603,35.20677653,669.0,4,Ariel_University,f0:b0:52:3e:d1:e8,11,-73,,d8:38:0d:05:1a:f1,4,-74,Ariel_University,f0:b0:52:3e:c8:58,1,-80,Ariel_University,1c:b9:c4:15:33:d8,11,-82
2017-10-31 12:30:39,MPIS24.65-25.1-19,32.10513597,35.20677487,669.0,3,Ariel_University,f0:b0:52:3e:c7:a8,1,-64,Ariel_University,f0:b0:52:3e:d8:e8,6,-74,Ariel_University,f0:b0:52:3e:c8:e8,6,-81
2017-10-31 12:30:45,MPIS24.65-25.1-19,32.10513596,35.20677468,669.0,1,Ariel_University,f0:b0:52:3e:d0:98,11,-73
2017-10-31 12:30:55,MPIS24.65-25.1-19,32.10513588,35.20677378,669.0,2,HUAWEI-D65E,d4:61:2e:19:d6:5e,1,-63,Ariel_University,f0:b0:52:3e:d9:b8,11,-64
2017-10-31 12:31:00,MPIS24.65-25.1-19,32.10513588,35.20677362,669.0,1,,d8:38:0d:05:1a:d9,5,-88
2017-10-31 12:31:06,MPIS24.65-25.1-19,32.10513588,35.20677295,669.0,1,Ariel_University,f0:b0:52:3e:d3:78,6,-67
2017-10-31 12:31:12,MPIS24.65-25.1-19,32.10513586,35.20677223,669.0,1,Ariel_University,f0:b0:52:3e:d3:78,6,-62
2017-10-31 12:31:16,MPIS24.65-25.1-19,32.10513586,35.20677214,669.0,2,Ariel_University,f0:b0:52:3e:d9:b8,11,-57,Ariel_University,f0:b0:52:3e:ce:38,11,-81
2017-10-31 12:31:19,MPIS24.65-25.1-19,32.10513586,35.2067721,669.0,2,Ariel_University,f0:b0:52:3e:ce:38,11,-76,Ariel_University,f0:b0:52:3e:c8:08,1,-76
2017-10-31 12:31:22,MPIS24.65-25.1-19,32.10513587,35.20677211,669.0,1,Ariel_University,f0:b0:52:3e:c8:58,1,-74
2017-10-31 12:31:28,MPIS24.65-25.1-19,32.10513585,35.20677191,669.0,1,Ariel_University,f0:b0:52:3e:c8:08,1,-70
2017-10-31 12:31:30,MPIS24.65-25.1-19,32.10523812,35.20647816,640.0,4,Ariel_University,f0:b0:52:3e:c8:08,1,-62,Ariel_University,f0:b0:52:3e:ce:38,11,-70,Ariel_University,f0:b0:52:3e:cc:78,11,-73,Ariel_University,ec:8c:a2:26:d2:98,1,-74
2017-10-31 12:31:39,MPIS24.65-25.1-19,32.10513584,35.20677196,669.0,2,Ariel_University,f0:b0:52:3e:c8:18,11,-52,Ariel_University,f0:b0:52:3e:c8:08,1,-55
2017-10-31 12:31:45,MPIS24.65-25.1-19,32.10513584,35.2067719,669.0,1,Ariel_University,f0:b0:52:3e:c8:18,11,-45
2017-10-31 12:31:52,MPIS24.65-25.1-19,32.10513582,35.20677194,669.0,2,Ariel_University,f0:b0:52:3e:cc:78,11,-62,Ariel_University,ec:8c:a2:26:d2:98,1,-66
2017-10-31 12:31:55,MPIS24.65-25.1-19,32.1051358,35.20677199,669.0,2,Ariel_University,ec:8c:a2:26:d2:98,1,-55,Smart-Class 2.4,1c:b9:c4:16:05:d8,9,-73
2017-10-31 12:32:06,MPIS24.65-25.1-19,32.10513548,35.20677169,669.0,3,Ariel_University,f0:b0:52:3e:d6:f8,1,-50,Ariel_University,f0:b0:52:3e:d0:08,6,-66,Ariel_University,f0:b0:52:3e:c8:28,1,-73
2017-10-31 12:32:42,MPIS24.65-25.1-19,32.10513498,35.20677067,669.0,3,Ariel_University,f0:b0:52:3e:cc:78,11,-45,Ariel_University,f0:b0:52:3e:c8:28,1,-67,Smart-Class 2.4,1c:b9:c4:16:05:d8,9,-68
2017-10-31 12:34:21,MPIS24.65-25.1-19,32.10513483,35.20677164,669.0,1,island-1612C0,1c:b9:c4:56:12:c3,13,-78
2017-10-31 12:35:10,MPIS24.65-25.1-19,32.10513468,35.20677243,669.0,1,Ariel_University,f0:b0:52:3e:c7:88,1,-68
2017-10-31 12:36:27,MPIS24.65-25.1-19,32.10513404,35.20677427,669.0,2,Ariel_University,f0:b0:52:3e:c8:28,1,-59,Smart-Class 2.4,1c:b9:c4:16:05:d8,9,-60
2017-10-31 12:38:22,MPIS24.65-25.1-19,32.10518564,35.2067292,666.0,10,Ariel_University,f0:b0:52:3e:d6:f8,1,-50,Ariel_University,f0:b0:52:3e:cc:78,11,-61,Ariel_University,ec:8c:a2:26:d2:98,1,-65,Ariel_University,f0:b0:52:3e:c8:28,1,-68,Ariel_University,f0:b0:52:3e:c8:18,11,-68,Smart-Class 2.4,1c:b9:c4:16:05:d8,9,-72,,00:1a:2f:7f:6b:70,13,-77,Ariel_University,f0:b0:52:3e:61:c8,11,-82,Ariel_University,f0:b0:52:3e:ce:38,11,-82,island-1612C0,1c:b9:c4:56:12:c3,13,-87
2017-10-31 12:38:27,MPIS24.65-25.1-19,32.10512432,35.20673038,666.0,3,Ariel_University,ec:8c:a2:26:d2:98,1,-58,Ariel_University,f0:b0:52:3e:ce:38,11,-72,Ariel_University,f0:b0:52:3e:d0:08,6,-82
2017-10-31 12:38:33,MPIS24.65-25.1-19,32.10513262,35.20672898,663.0,3,Ariel_University,f0:b0:52:3e:c8:18,11,-53,Ariel_University,f0:b0:52:3e:c8:08,1,-57,Ariel_University,f0:b0:52:3e:61:c8,11,-72
2017-10-31 12:38:38,MPIS24.65-25.1-19,32.10513942,35.20672768,663.0,2,Ariel_University,f0:b0:52:3e:c7:88,1,-80,ariel_cyber,10:be:f5:3a:25:16,7,-82
2017-10-31 12:39:03,MPIS24.65-25.1-19,32.10513981,35.20672767,663.0,1,Ariel_University,f0:b0:52:3e:c8:18,11,-45
2017-10-31 12:39:09,MPIS24.65-25.1-19,32.10514014,35.20672755,663.0,1,AndroidAP,32:07:4d:d4:6d:53,6,-88
2017-10-31 12:39:15,MPIS24.65-25.1-19,32.10513946,35.20672755,663.0,2,REL-WIFI,02:02:29:1d:f2:b9,11,-86,Afikim_Wifi,00:1a:dd:f4:f5:c5,13,-91
2017-10-31 12:39:21,MPIS24.65-25.1-19,32.10513993,35.20672754,663.0,1,Ariel_University,ec:8c:a2:26:d2:c8,11,-87
2017-10-31 12:39:22,MPIS24.65-25.1-19,32.10514002,35.20672752,663.0,1,Ariel_University,f0:b0:52:3e:c8:18,11,-40
2017-10-31 12:39:45,MPIS24.65-25.1-19,32.10514042,35.20672744,663.0,1,Ariel_University,f0:b0:52:3e:ce:38,11,-64
2017-10-31 12:40:03,MPIS24.65-25.1-19,32.10514064,35.20672745,663.0,1,Ariel_University,f0:b0:52:3e:c8:08,1,-49
2017-10-31 12:40:33,MPIS24.65-25.1-19,32.10514218,35.20672716,663.0,1,Ariel_University,24:c9:a1:36:50:98,6,-88
